x;Value;Abs;Rel
0,26;0,254368058545867;7,39897032531189E-12;2,90876549807157E-11
0,27;0,263711834450375;1,18906551271891E-11;4,50895772327977E-11
0,28;0,273008703067952;1,87590498690327E-11;6,87122778758982E-11
0,29;0,282257421952398;2,90932833379998E-11;1,03073581320769E-10
0,3;0,291456794433463;4,44042025371516E-11;1,52352607242181E-10
0,31;0,300605669975632;6,67638166973461E-11;2,22097662655299E-10
0,32;0,309702944443474;9,89820447827583E-11;3,19603176292013E-10
0,33;0,318747560275824;1,44820211378516E-10;4,54341395389504E-10
0,34;0,327738506571292;2,09263550932093E-10;6,38507671825727E-10
0,35;0,336674819087877;2,98850610924717E-10;8,87653586535194E-10
0,36;0,345555580159638;4,22074653005922E-10;1,22143781412934E-09
0,37;0,354379918533571;5,89867044098469E-10;1,66450470883765E-09
0,38;0,363147009129998;8,16178513662891E-10;2,24751544500906E-09
0,39;0,371856072729918;1,11866343965872E-09;3,00832369922303E-09
0,4;0,380506375592872;1,51949275384311E-09;3,99334372625875E-09
0,41;0,389097229008978;2,04630040689935E-09;5,25909783873181E-09
0,42;0,397627988788843;2,73328593092259E-09;6,87397766052513E-09
0,43;0,406098054695126;3,62248986363056E-09;8,92023438535467E-09
0,44;0,414506869819529;4,76525707782116E-09;1,14962075902711E-08
0,45;0,422853919909033;6,22390788906912E-09;1,47188130567632E-08
0,46;0,431138732645144;8,07363847998843E-09;1,8726311781976E-08
0,47;0,439360876879928;1,0404663686181E-08;2,36813607840369E-08
0,48;0,447519961832539;1,33246304545587E-08;2,97743814672832E-08
0,49;0,455615636249911;1,69613138534253E-08;3,72272412808476E-08
