x;Value;Abs;Rel
-0,49;2,08288607956227;1,66771041421043E-10;8,00672888661957E-11
-0,48;2,07145103908724;1,12247100503282E-10;5,41876676682931E-11
-0,47;2,06008710473392;7,50932649395963E-11;3,64514999216784E-11
-0,46;2,04879152526393;4,99160712763569E-11;2,43636654386836E-11
-0,45;2,03756166580924;3,29558602629731E-11;1,61741658254801E-11
-0,44;2,02639500016912;2,1603607791576E-11;1,06611039750605E-11
-0,43;2,01528910371666;1,40545353133348E-11;6,9739548967525E-12
-0,42;2,00424164685571;9,07096620039738E-12;4,52588449830239E-12
-0,41;1,99325038897585;5,80402392813539E-12;2,91183885387358E-12
-0,4;1,9823131728587;3,68083341584224E-12;1,85683748977325E-12
-0,39;1,97142791949396;2,31237251568928E-12;1,17294296830296E-12
-0,38;1,96059262326772;1,43862699530928E-12;7,3377150267477E-13
-0,37;1,94980534748996;8,844036614164E-13;4,53585616920435E-13
-0,36;1,939064220231;5,38458166943201E-13;2,77689702757192E-13
-0,35;1,92836743044008;3,23074900165921E-13;1,67538040243781E-13
-0,34;1,91771322432187;1,92290627865077E-13;1,0027079410325E-13
-0,33;1,90709990194876;1,12354570092066E-13;5,89138355978363E-14
-0,32;1,89652581408946;6,50590692430342E-14;3,4304341527915E-14
-0,31;1,88598935923558;3,68594044175552E-14;1,95438029578778E-14
-0,3;1,87548898081027;2,1094237467878E-14;1,1247326795151E-14
-0,29;1,86502316454387;1,15463194561016E-14;6,19097911254387E-15
-0,28;1,85459043600322;6,43929354282591E-15;3,47208387243873E-15
-0,27;1,84418935826237;3,5527136788005E-15;1,92643649248032E-15
-0,26;1,83381852970336;1,77635683940025E-15;9,68665552576563E-16
-0,25;1,82347658193697;6,66133814775094E-16;3,6530977220859E-16
-0,24;1,81316217783386;6,66133814775094E-16;3,67387883399877E-16
-0,23;1,80287400965761;0;0
-0,22;1,79261079729169;2,22044604925031E-16;1,23866600190348E-16
-0,21;1,78237128655299;2,22044604925031E-16;1,24578199054392E-16
-0,2;1,77215424758523;2,22044604925031E-16;1,25296432422626E-16
-0,19;1,76195847332596;2,22044604925031E-16;1,26021474561707E-16
-0,18;1,75178277804144;2,22044604925031E-16;1,2675350374964E-16
-0,17;1,741625995924;0;0
-0,16;1,73148697974681;0;0
-0,15;1,72136459957158;6,66133814775094E-16;3,86980082511795E-16
-0,14;1,71125774150475;4,44089209850063E-16;2,595104168584E-16
-0,13;1,70116530649804;2,22044604925031E-16;1,3052500193654E-16
-0,12;1,69108620918969;2,22044604925031E-16;1,31302948198855E-16
-0,11;1,68101937678264;0;0
-0,1;1,67096374795646;2,22044604925031E-16;1,32884154546492E-16
-0,09;1,66091827180949;2,22044604925031E-16;1,33687857309875E-16
-0,08;1,65088190682856;2,22044604925031E-16;1,34500598744578E-16
-0,07;1,64085361988295;0;0
-0,06;1,63083238524017;2,22044604925031E-16;1,36154154733891E-16
-0,05;1,62081718360067;2,22044604925031E-16;1,36995465726589E-16
-0,04;1,61080700114889;0;0
-0,03;1,60080082861837;2,22044604925031E-16;1,38708452016904E-16
-0,02;1,59079766036829;6,66133814775094E-16;4,18742013123703E-16
-0,01;1,58079649346906;2,22044604925031E-16;1,40463750927074E-16
0;1,5707963267949;0;0
0,01;1,56079616012073;0;0
0,02;1,55079499322151;2,22044604925031E-16;1,43181146376912E-16
0,03;1,54079182497142;2,22044604925031E-16;1,44110710691985E-16
0,04;1,53078565244091;0;0
0,05;1,52077546998913;2,22044604925031E-16;1,46007487171409E-16
0,0600000000000001;1,51076026834962;2,22044604925031E-16;1,46975406738487E-16
0,0700000000000001;1,50073903370685;0;0
0,08;1,49071074676124;2,22044604925031E-16;1,48952172919832E-16
0,09;1,4806743817803;2,22044604925031E-16;1,49961806361541E-16
0,1;1,47062890563334;2,22044604925031E-16;1,50986155701466E-16
0,11;1,46057327680715;0;0
0,12;1,45050644440011;0;0
0,13;1,44042734709175;2,22044604925031E-16;1,54151894834088E-16
0,14;1,43033491208504;2,22044604925031E-16;1,55239589727521E-16
0,15;1,42022805401821;0;0
0,16;1,41010567384299;2,22044604925031E-16;1,57466641716212E-16
0,17;1,39996665766579;0;0
0,18;1,38980987554835;2,22044604925031E-16;1,59766172936009E-16
0,19;1,37963418026384;0;0
0,2;1,36943840600457;2,22044604925031E-16;1,62142819970167E-16
0,21;1,3592213670368;2,22044604925031E-16;1,63361620343789E-16
0,22;1,3489818562981;0;0
0,23;1,33871864393218;2,22044604925031E-16;1,65863533709238E-16
0,24;1,32843047575593;2,22044604925031E-16;1,67148081120827E-16
